id,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,type,feature9.1,feature10,value
376,64.0,32.0,56.99999999999999,3.43,7.200000000000001,11.2,0.99491,0.0,2.5,new,6.8,0.56,6
378,114.0,48.0,13.0,3.41,3.6000000000000005,11.5,0.9911,0.37,1.0,old,6.5,0.51,8
379,68.0,18.0,42.0,3.33,1.9,11.4,0.9906,0.09,1.6,old,5.5,0.51,7
384,116.0,58.0,25.0,3.1,5.0,9.8,0.99592,0.27,10.8,old,5.7,0.5,6
385,28.0,15.0,64.5,3.78,8.0,12.5,0.99444,0.0,2.15,new,5.2,0.61,6
386,140.0,56.0,28.000000000000004,3.16,3.0,12.5,0.99042,0.27,4.7,old,6.1,0.42,8
388,145.0,54.0,20.0,3.16,4.8,9.3,0.99668,0.19,12.3,old,6.3,0.42,6
389,147.0,10.0,44.0,3.32,4.8,9.5,0.9974,0.42,8.5,old,6.9,0.46,6
390,158.0,55.0,15.0,3.24,4.2,10.6,0.99642,0.35,15.8,old,6.1,0.37,5
392,145.0,31.0,24.0,3.36,4.6,9.5,0.9983,0.33,12.3,old,6.7,0.4,5
393,20.0,6.0,61.0,3.29,8.3,10.2,0.9963,0.18,2.4,new,7.7,0.6,6
394,166.0,44.0,26.0,3.38,4.5,9.5,1.0,0.32,16.5,old,6.5,0.46,6
396,142.0,29.0,31.0,3.01,2.8,13.0,0.9925,0.36,8.2,old,8.1,0.34,7
398,149.0,29.0,15.0,2.96,5.1,9.0,0.99792,0.28,14.7,old,7.0,0.39,7
399,142.0,73.0,21.0,3.05,3.4000000000000004,11.4,0.9945,0.26,9.25,old,8.5,0.37,6
401,161.0,67.0,36.0,3.05,4.8,11.1,0.99146,0.35,2.5,old,7.0,0.56,6
402,72.0,8.0,27.0,3.08,4.8,10.3,0.9944,0.45,1.3,old,8.3,0.61,4
403,111.0,31.0,30.0,2.97,3.2,12.2,0.9889,0.21,1.1,old,6.2,0.42,6
404,99.0,24.0,29.0,3.08,3.7000000000000006,10.6,0.99528,0.23,14.2,old,6.3,0.38,6
406,196.0,33.0,62.0,3.22,6.0,8.9,0.99556,0.12,4.7,old,6.4,0.48,5
407,113.0,19.0,25.0,3.38,4.3,10.1,0.99338,0.28,1.5,old,7.3,0.56,6
409,75.0,29.0,66.0,3.33,2.9,12.8,0.9892,0.48,1.2,old,6.2,0.39,8
410,132.0,41.0,22.0,3.08,6.0,11.3,0.9935,0.28,7.2,old,7.2,0.59,6
411,101.0,15.0,38.0,3.04,3.5000000000000004,12.5,0.98916,0.29,2.9,old,6.6,0.37,6
412,202.0,27.0,39.0,3.46,5.4,10.5,0.9948,0.31,2.7,old,6.7,0.57,6
413,160.0,69.0,27.0,3.16,4.7,9.6,0.99705,0.3,13.0,old,6.8,0.5,6
415,106.0,7.0,21.0,3.06,4.1,11.3,0.9914,0.35,1.2,old,7.6,0.45,4
416,189.0,70.0,40.0,3.08,4.1,8.6,0.9976,0.62,10.8,old,7.2,0.49,4
417,103.0,19.0,13.0,3.36,3.9,9.3,0.99478,0.26,5.1,old,5.8,0.47,6
418,144.0,41.0,21.0,3.15,3.1,11.8,0.9932,0.27,7.3,old,7.4,0.38,7
419,130.0,42.0,19.0,3.12,4.7,11.0,0.99283,0.33,4.9,old,6.8,0.56,6
420,216.0,61.0,28.000000000000004,3.09,4.5,9.4,0.9952,0.41,6.8,old,6.4,0.46,5
423,44.0,29.0,53.0,3.38,6.3,10.3,0.99489,0.06,2.0,new,6.5,0.83,6
425,54.0,41.0,40.0,3.38,6.800000000000002,10.5,0.99754,0.4,2.5,new,10.2,0.86,6
426,440.0,289.0,26.0,3.44,4.7,10.5,0.99314,0.25,2.9,old,6.1,0.64,3
427,151.0,57.0,15.0,3.22,4.5,11.2,0.9913,0.28,3.7,old,5.7,0.27,6
428,192.0,76.0,46.0,3.16,5.0,8.7,0.9976,0.65,10.4,old,7.2,0.42,5
430,123.0,27.0,14.000000000000002,3.06,4.2,9.9,0.99362,0.15,6.1,old,5.8,0.6,6
431,105.0,34.0,24.0,3.11,3.0,11.8,0.99407,0.32,10.5,old,8.1,0.42,6
432,245.0,54.0,52.0,3.26,4.8,9.3,0.9975,0.44,12.2,old,6.6,0.54,6
434,109.0,34.0,13.0,3.2,5.1,9.2,0.9974,0.32,14.4,old,7.3,0.35,6
435,96.0,30.0,23.0,3.33,4.6,10.7,0.9926,0.31,2.1,old,6.7,0.64,8
440,209.0,62.0,26.0,3.2,4.5,9.5,0.99544,0.42,7.1,old,6.3,0.53,6
441,119.0,27.0,36.0,3.15,3.6000000000000005,11.2,0.99196,0.32,1.9,old,7.4,0.49,6
443,10.0,6.0,26.0,3.33,6.6000000000000005,10.9,0.99724,0.48,1.9,new,10.4,0.87,6
444,122.0,55.0,22.0,3.1,12.0,12.8,0.99636,0.45,22.6,old,5.9,0.35,5
445,162.0,50.0,25.0,3.35,4.7,9.5,0.9973,0.19,12.4,old,5.9,0.38,5
446,105.0,36.0,13.0,3.05,4.2,10.7,0.99581,0.37,12.85,old,7.0,0.55,6
447,123.0,52.0,21.0,3.03,13.699999999999998,9.2,0.9932,0.81,1.1,old,6.9,0.39,6
449,166.0,54.0,37.0,3.23,5.7,10.0,0.99568,0.23,9.5,old,6.9,0.42,5
450,120.0,65.0,21.0,2.97,16.7,9.2,0.99324,0.72,1.6,old,7.1,0.51,5
452,156.0,40.0,30.0,3.08,3.7000000000000006,12.1,0.98968,0.36,0.9,old,6.9,0.36,6
456,161.0,30.0,25.0,3.44,4.8,9.5,0.9986,0.34,12.85,old,6.7,0.47,6
457,143.0,34.0,33.0,3.06,4.5,12.2,0.99226,0.31,7.4,old,6.8,0.55,6
458,91.0,13.0,39.0,3.03,9.8,9.3,0.99657,0.21,10.7,old,7.0,0.47,5
459,136.0,47.0,24.0,3.26,3.5000000000000004,12.6,0.99,0.33,1.7,old,6.9,0.4,7
461,136.0,43.0,17.0,3.25,9.3,9.6,0.9938,0.34,1.5,old,6.4,0.49,6
462,179.0,45.0,26.0,3.2,4.6,9.3,0.99583,0.4,7.5,old,6.8,0.49,5
464,98.0,24.0,23.0,3.0,3.1,10.9,0.99194,0.29,2.6,old,7.5,0.54,6
466,129.0,29.0,18.0,3.51,3.4000000000000004,12.0,0.98984,0.58,1.25,old,5.6,0.6,7
467,46.0,14.0,56.00000000000001,3.24,11.4,9.6,0.9971,0.08,2.5,new,7.7,0.66,6
468,12.0,3.0,133.0,3.53,8.1,10.9,0.9964,0.0,1.7,new,8.2,0.49,5
471,207.0,42.0,22.0,3.33,4.7,9.5,0.9966,0.3,8.2,old,7.3,0.46,6
472,163.0,62.0,37.0,3.19,4.4,8.8,0.9976,0.51,11.8,old,6.8,0.44,5
474,13.0,4.0,78.0,3.36,9.0,9.5,0.99855,0.1,3.3,new,8.1,0.49,5
476,29.0,16.0,81.5,3.32,26.700000000000006,9.8,0.99471,0.0,1.2,new,6.8,0.51,3
477,111.0,18.0,44.0,3.3,8.3,9.5,0.9982,0.49,2.8,new,8.8,0.6,5
478,11.0,5.0,33.0,3.33,7.7,10.3,0.9958,0.47,2.1,new,7.3,0.53,6
479,143.0,8.0,19.0,3.05,3.9,9.8,0.9942,0.26,2.1,old,7.9,0.74,5
481,150.0,43.0,15.0,3.42,3.4000000000000004,11.0,0.9922,0.36,1.8,old,6.4,0.69,8
485,140.0,31.0,19.0,3.26,4.0,9.5,0.995,0.26,5.2,old,6.5,0.68,6
488,114.0,33.0,26.0,3.16,4.3,12.5,0.9902,0.29,4.2,old,6.9,0.31,6
489,41.0,19.0,60.0,3.39,7.9,10.1,0.99697,0.06,2.0,new,7.7,0.62,6
491,73.0,14.0,24.0,3.04,4.1,11.6,0.98981,0.34,2.0,old,5.6,0.45,7
492,98.0,21.0,15.0,2.94,4.7,9.6,0.9951,0.24,7.7,old,7.8,0.31,6
494,144.0,33.0,19.0,3.42,4.3,9.1,0.9936,0.3,0.8,old,6.5,0.39,6
496,60.0,15.0,24.0,3.19,4.6,9.8,0.9928,0.24,1.6,old,6.5,0.39,5
497,160.0,48.0,26.0,3.82,3.4000000000000004,10.5,0.9952,0.23,5.15,old,5.3,0.51,7
498,136.0,25.0,23.0,3.19,4.0,9.5,0.995,0.33,5.8,old,7.0,0.58,6
499,80.0,27.0,27.0,3.03,3.1,12.7,0.98892,0.31,1.2,old,7.2,0.33,6
501,84.0,36.0,14.000000000000002,3.05,3.4000000000000004,11.6,0.99136,0.37,1.1,old,9.2,0.55,6
503,167.0,38.0,18.0,3.16,5.8,10.0,0.9931,0.31,1.4,old,7.4,0.53,7
504,142.0,22.0,47.0,3.12,2.4,12.0,0.99518,0.29,14.8,old,7.1,0.48,8
505,181.0,33.0,29.0,3.11,3.5000000000000004,10.7,0.9962,0.33,8.75,old,7.8,0.46,5
506,28.0,16.0,63.0,3.36,5.9,10.1,0.99531,0.33,1.8,new,6.5,0.64,6
508,20.0,5.0,52.0,3.32,7.400000000000001,9.6,0.9973,0.07,1.4,new,7.2,0.81,6
509,20.0,10.0,41.0,3.34,7.200000000000001,12.2,0.9973,0.48,4.6,new,9.4,0.79,7
510,199.0,40.0,21.0,3.72,5.3,10.0,0.9964,0.28,4.6,old,5.9,0.7,4
513,163.0,46.0,46.0,3.21,3.9,12.2,0.9928,0.39,6.2,old,7.0,0.35,7
514,163.0,45.0,30.0,3.12,5.3,10.3,0.9941,0.3,5.2,old,7.4,0.45,6
515,180.0,26.0,24.0,3.05,5.0,9.1,0.99884,0.31,13.1,old,7.5,0.53,6
518,20.0,12.0,69.5,3.29,7.6,10.1,0.99546,0.13,2.0,new,7.2,0.54,5
519,132.0,47.0,13.0,3.34,5.0,10.1,0.99655,0.28,13.3,old,6.9,0.42,6
520,167.0,44.0,26.0,3.12,4.7,10.5,0.9928,0.33,1.5,old,6.8,0.44,6
521,82.0,26.0,17.0,3.0,4.9,9.8,0.993,0.17,5.1,old,6.8,0.38,6
523,61.0,13.0,16.0,3.22,4.2,10.8,0.99143,0.36,1.6,old,6.0,0.54,6
524,24.0,6.0,38.0,3.14,9.3,10.9,0.99925,0.56,2.1,new,12.0,0.71,6
526,69.0,10.0,12.5,3.54,4.0,10.1,0.9934,0.25,3.3,old,6.1,0.59,6
527,36.0,17.0,57.99999999999999,3.24,10.2,11.2,0.9944,0.13,2.1,new,7.8,0.53,6
529,82.0,20.0,36.0,3.1,2.8,12.1,0.99274,0.38,10.2,old,6.5,0.43,7
530,55.0,27.0,36.0,3.21,2.5,11.2,0.9915,0.33,1.4,old,7.4,0.33,6
531,233.0,62.0,66.0,2.92,4.2,9.4,0.9999,0.72,17.55,old,8.0,0.68,4
533,112.0,23.0,19.0,3.37,2.3,11.6,0.9923,0.25,4.0,old,6.1,0.51,6
534,21.0,6.0,50.0,3.28,17.8,9.8,0.996,0.12,1.8,new,7.8,0.87,6
536,64.0,14.0,14.499999999999998,3.1,4.2,11.8,0.99012,0.33,1.1,old,7.3,0.37,7
537,147.0,35.0,33.0,3.24,4.7,13.4,0.9886,0.3,2.1,old,6.8,0.56,6
541,116.0,21.0,29.0,3.14,4.0,9.2,0.99736,0.18,15.0,old,6.4,0.5,5
542,123.0,39.0,36.0,2.99,3.4000000000000004,12.2,0.99119,0.26,7.9,old,6.7,0.3,7
543,195.0,31.0,21.0,2.95,5.0,8.8,0.99942,0.48,14.8,old,6.7,0.75,6
545,152.0,24.0,24.5,3.12,4.7,9.3,0.9927,0.32,1.1,old,5.6,0.42,6
546,20.0,12.0,69.5,3.29,7.6,10.1,0.99546,0.13,2.0,new,7.2,0.54,5
547,65.0,4.0,32.0,3.27,5.0,10.7,0.99346,0.43,1.6,old,6.8,0.47,5
549,124.0,10.0,36.0,3.3,3.9,9.6,0.9948,0.32,1.6,old,6.8,0.67,5
550,128.0,39.0,20.0,3.21,3.8,10.8,0.9938,0.49,5.9,old,7.0,0.48,6
551,169.0,41.0,28.000000000000004,3.17,4.5,10.6,0.9959,0.42,7.1,old,8.0,0.43,5
552,76.0,16.0,28.000000000000004,3.05,3.7000000000000006,11.1,0.9948,0.37,9.1,old,6.9,0.54,5
553,161.0,39.0,23.0,3.19,4.4,10.4,0.99209,0.19,2.2,old,5.5,0.43,6
554,145.0,46.0,31.0,3.14,3.1,12.4,0.9897,0.36,5.1,old,5.2,0.31,7
555,90.0,24.0,22.0,3.2,4.6,10.0,0.99232,0.38,1.3,old,5.9,0.47,6
557,38.0,20.0,45.0,3.24,9.9,10.8,0.99818,0.33,2.5,new,10.8,0.71,5
558,23.0,9.0,64.0,3.47,6.7,9.4,0.997,0.02,2.1,new,7.0,0.67,6
559,206.0,53.0,27.0,3.24,4.6,9.2,0.9956,0.49,7.3,old,6.4,0.43,6
560,164.0,52.0,33.0,3.1,5.5,9.6,0.99488,0.44,8.9,old,6.4,0.48,5
561,229.0,44.0,35.0,3.03,7.200000000000001,10.5,0.99785,0.24,15.6,old,7.9,0.59,6
562,144.0,39.0,18.0,3.49,3.5000000000000004,10.5,0.9927,0.29,1.7,old,6.5,0.5,6
564,42.0,25.0,41.0,3.24,7.8,12.6,0.9953,0.41,6.2,new,8.7,0.77,7
565,178.0,28.0,20.0,3.16,5.0,9.0,0.9954,0.33,1.7,old,9.3,0.43,4
566,215.0,45.0,34.0,3.11,4.0,9.2,0.9965,0.39,7.6,old,7.6,0.53,6
567,38.0,8.0,51.0,3.47,9.1,9.6,0.998,0.24,2.4,new,7.6,0.66,6
568,44.0,11.0,63.0,3.47,8.9,10.4,0.9953,0.07,2.1,new,6.8,0.55,6
573,81.0,29.0,36.0,2.96,3.4000000000000004,12.5,0.99151,0.28,8.3,old,6.7,0.39,6
574,130.0,31.0,22.0,3.35,3.8,11.5,0.9918,0.43,4.55,old,6.3,0.33,7
576,47.0,31.0,35.0,3.26,5.8,10.6,0.99676,0.38,1.5,new,9.9,0.82,7
577,88.0,18.0,60.0,3.53,7.6,9.5,0.99745,0.04,2.5,new,7.2,0.55,5
578,81.0,14.0,70.0,3.19,9.9,9.4,0.9973,0.23,2.0,new,8.2,0.7,5
579,182.0,15.0,30.0,3.5,4.6,10.4,0.99455,0.44,1.5,old,6.0,0.52,5
580,130.0,22.0,15.0,3.02,4.6,10.4,0.9948,0.68,1.6,old,9.2,0.45,6
581,58.0,19.0,59.0,3.5,9.3,9.3,1.0002,0.0,2.5,new,8.2,0.65,6
583,132.0,17.0,27.0,3.19,4.7,11.6,0.9914,0.48,1.1,old,7.4,0.49,6
585,90.0,28.0,42.0,3.15,10.4,9.1,0.99784,0.25,3.9,new,7.6,0.57,5
587,178.0,53.0,25.0,3.01,6.7,9.0,0.9976,0.36,13.2,old,7.4,0.48,6
588,113.0,17.0,40.0,3.18,2.6,12.4,0.99052,0.35,5.1,old,5.7,0.67,6
589,167.0,14.0,35.0,3.34,4.5,9.9,0.992,0.35,1.1,old,5.5,0.68,6
590,189.0,60.0,21.0,3.65,4.7,10.1,0.995,0.24,2.3,old,5.7,0.72,6
591,171.0,19.0,18.0,3.0,6.2,9.0,0.99808,0.3,12.8,old,6.8,0.52,7
593,63.0,15.0,70.5,3.0,36.0,9.5,0.9964,0.24,1.8,new,7.5,1.59,5
594,38.0,14.0,52.0,3.43,8.1,9.0,0.9984,0.25,1.9,new,7.8,0.65,6
595,81.0,13.0,71.5,3.24,7.5,9.5,0.99688,0.22,2.3,new,8.0,0.54,6
596,14.0,7.0,47.0,3.4,6.7,10.9,0.99517,0.0,2.2,new,7.1,0.58,4
600,178.0,58.0,27.0,3.45,3.2,12.6,0.98956,0.32,4.5,old,5.0,0.31,7
602,111.0,42.0,28.000000000000004,3.1,4.7,8.9,0.99896,0.24,17.8,old,6.0,0.45,6
603,97.0,41.0,18.0,3.14,4.8,10.4,0.9919,0.41,1.2,old,7.2,0.45,5
604,15.0,6.0,38.0,3.3,9.8,11.4,0.9956,0.44,1.9,new,8.0,0.64,6
605,147.0,63.0,17.0,3.02,3.6000000000000005,10.7,0.99126,0.46,0.9,old,7.6,0.41,6
606,35.0,11.0,54.50000000000001,3.34,6.800000000000002,11.6,0.996,0.12,2.5,new,7.8,0.61,6
607,144.0,49.0,42.0,3.4,6.1,11.0,0.9966,0.38,8.1,old,7.7,0.58,6
610,10.0,4.0,84.0,3.12,5.0,9.1,0.99554,0.34,1.4,new,8.9,0.48,6
611,68.0,21.0,79.0,3.12,8.7,9.2,0.9955,0.21,2.3,new,7.6,0.44,5
612,202.0,51.0,36.0,3.2,5.3,9.6,0.9955,0.5,8.3,old,6.3,0.51,6
614,161.0,37.0,26.0,3.38,3.7000000000000006,9.7,0.9954,0.49,6.4,old,6.4,0.53,6
615,154.0,52.0,30.0,3.04,4.3,12.0,0.99452,0.44,12.4,old,8.2,0.33,6
616,145.0,53.0,21.0,3.17,5.3,10.2,0.9972,0.32,10.65,old,8.2,0.48,6
617,182.0,61.0,17.0,3.63,5.3,10.5,0.9953,0.74,2.4,old,6.8,0.76,6
618,149.0,29.0,49.0,3.21,4.3,10.0,0.9952,0.49,7.0,old,7.8,0.33,5
620,114.0,30.0,23.0,3.22,3.0,11.0,0.99368,0.41,8.0,old,6.9,0.54,6
621,190.0,45.0,28.000000000000004,3.12,4.9,8.8,0.99754,0.23,10.4,old,6.6,0.51,5
622,154.0,29.0,23.0,3.23,6.0,12.2,0.99142,0.3,4.6,old,6.6,0.49,8
623,97.0,39.0,26.0,3.31,3.7000000000000006,11.6,0.9934,0.32,5.9,old,7.1,0.4,6
624,20.0,12.0,69.5,3.29,7.6,10.1,0.99546,0.13,2.0,new,7.2,0.54,5
625,166.0,26.0,33.0,3.09,4.7,8.9,0.9976,0.2,16.05,old,5.8,0.46,5
628,83.0,30.0,31.0,3.09,3.8,12.8,0.98867,0.3,2.4,old,6.7,0.36,7
631,98.0,52.0,64.0,3.28,16.8,9.5,0.99736,0.17,5.4,new,7.4,0.5,5
632,120.0,8.0,20.0,3.19,5.5,9.6,0.99767,0.25,15.0,old,6.2,0.53,6
633,140.0,62.0,27.0,3.1,3.4000000000000004,11.1,0.99237,0.29,3.9,old,6.4,0.59,6
635,89.0,18.0,33.0,3.51,2.7,12.5,0.9893,0.22,1.6,old,5.1,0.38,7
636,10.0,4.0,28.000000000000004,3.33,5.2,12.8,0.99356,0.4,2.4,new,8.2,0.7,7
637,130.0,30.0,31.0,2.83,8.6,9.6,0.993,0.19,3.5,old,6.8,0.44,5
638,139.0,36.0,28.000000000000004,3.11,4.5,9.3,0.99534,0.3,1.6,old,9.4,0.49,5
640,125.0,22.0,26.0,3.13,2.2,11.5,0.9928,0.43,6.0,old,7.4,0.55,6
642,132.0,31.0,18.0,3.25,5.8,10.9,0.995,0.36,5.9,old,7.9,0.52,6
643,94.0,16.0,36.0,3.1,3.0,12.1,0.9902,0.49,2.9,old,6.5,0.49,7
644,120.0,32.0,29.0,3.31,3.9,10.1,0.9962,0.25,10.6,old,6.5,0.34,6
646,149.0,46.0,19.0,2.99,6.1,9.3,0.99772,0.27,11.2,old,7.2,0.59,6
647,136.0,43.0,27.0,3.25,5.1,10.7,0.9941,0.27,9.0,old,5.9,0.53,6
648,92.0,31.0,67.0,3.32,7.200000000000001,11.1,0.99566,0.02,2.2,new,7.3,0.68,6
649,110.0,23.0,29.0,3.07,3.5000000000000004,10.9,0.9926,0.31,1.7,old,7.4,0.38,5
650,186.0,42.0,35.0,3.14,3.3000000000000003,12.4,0.9931,0.49,8.65,old,7.7,0.38,8
651,49.0,20.0,52.0,3.34,9.1,10.6,0.9976,0.09,2.5,new,8.7,0.86,7
652,128.0,28.0,43.0,3.42,7.1,10.5,0.9973,0.42,5.5,new,7.1,0.71,5
653,79.0,25.0,29.0,3.29,3.6000000000000005,12.4,0.99037,0.3,2.9,old,6.4,0.6,7
654,135.0,25.0,16.0,2.9,5.0,8.7,0.9984,0.27,15.5,old,7.4,0.43,7
655,183.0,75.0,29.0,3.01,19.7,9.1,0.9942,0.44,3.6,old,6.4,0.38,5
656,198.0,53.0,26.0,3.26,4.5,9.5,0.9969,0.43,11.75,old,6.8,0.55,5
659,138.0,43.0,29.0,3.1,3.2,10.6,0.9951,0.28,10.2,old,7.4,0.47,6
660,191.0,29.0,25.0,3.13,3.9,11.0,0.9908,0.35,1.3,old,6.9,0.52,6
661,178.0,45.0,26.0,3.33,4.5,9.8,0.99691,0.25,11.6,old,6.6,0.43,6
662,251.0,40.0,18.0,3.29,4.8,10.0,0.9956,0.3,6.4,old,6.7,0.52,5
664,17.0,8.0,50.0,3.32,6.5,10.5,0.99774,0.3,1.9,new,9.1,0.71,6
665,115.0,49.0,21.0,3.21,4.1,11.0,0.99268,0.4,7.3,old,6.5,0.43,6
666,125.0,20.0,42.0,3.12,2.9,10.1,0.996,0.45,9.1,old,7.5,0.36,6
667,114.0,37.0,32.0,3.1,3.3000000000000003,12.3,0.9906,0.36,2.0,old,7.2,0.71,7
669,126.0,21.0,14.000000000000002,3.26,3.5000000000000004,10.2,0.9933,0.74,1.6,old,7.5,0.45,6
673,67.0,17.0,38.0,3.21,4.3,13.2,0.98924,0.28,2.8,old,6.6,0.47,6
674,178.0,59.0,22.0,3.37,5.3,9.5,0.9992,0.37,15.0,old,6.9,0.82,7
675,152.0,62.0,28.000000000000004,3.06,4.9,9.1,0.9984,0.54,12.9,old,7.3,0.45,6
678,28.0,4.0,20.0,3.2,1.9,12.0,0.98931,0.3,0.9,old,7.1,0.36,6
680,122.0,21.0,48.0,3.32,8.4,9.4,0.9984,0.32,2.8,new,9.0,0.62,5
681,32.0,11.0,52.0,3.56,7.1,11.6,0.99646,0.08,4.4,new,6.2,0.63,6
685,144.0,51.0,34.0,3.01,4.7,12.3,0.991,0.44,4.2,old,7.2,0.76,6
686,95.0,20.0,25.0,3.23,3.5000000000000004,11.0,0.9918,0.56,2.0,old,7.0,0.53,6
687,135.0,58.0,18.0,3.14,5.5,9.9,0.9968,0.46,10.2,old,7.6,0.43,6
689,124.0,21.0,30.0,3.06,3.6000000000000005,10.8,0.99362,0.25,8.0,old,6.6,0.38,6
690,26.0,9.0,37.0,3.06,41.3,9.1,0.9979,0.53,1.8,new,8.4,1.06,6
691,234.0,67.0,42.0,3.23,5.4,9.0,0.99848,0.46,9.7,old,6.7,0.5,5
693,32.0,24.0,56.00000000000001,3.54,5.3,11.3,0.99402,0.09,1.7,new,6.2,0.6,5
694,156.0,32.0,25.0,3.14,5.0,11.4,0.9914,0.31,2.3,old,7.1,0.51,6
696,130.0,22.0,28.000000000000004,3.2,5.4,12.0,0.99193,0.34,4.6,old,6.5,0.46,7
698,121.0,74.0,23.0,3.24,3.0,12.1,0.98976,0.36,1.5,old,5.4,0.99,7
699,11.0,6.0,43.0,3.44,8.2,12.2,0.99538,0.4,2.7,new,7.6,0.54,6
701,151.0,27.0,30.0,3.22,5.8,12.2,0.99198,0.27,5.0,old,6.4,0.49,6
703,100.0,38.0,19.0,3.22,4.4,11.2,0.9904,0.28,1.1,old,6.6,0.69,6
704,29.0,3.0,31.0,3.04,4.0,12.5,0.9906,0.46,5.0,old,7.2,0.53,4
705,84.0,25.0,26.0,3.11,3.8,10.9,0.99432,0.34,10.9,old,7.0,0.34,6
708,156.0,24.0,21.0,3.42,6.9,10.6,0.9928,0.4,1.2,old,7.1,0.43,6
711,85.0,5.0,33.0,3.28,3.6000000000000005,11.5,0.99125,0.18,3.0,old,6.0,0.4,4
713,134.0,30.0,33.0,3.2,3.6000000000000005,10.4,0.9927,0.27,4.9,old,6.2,0.42,7
714,131.0,16.0,24.0,3.26,4.0,10.7,0.9936,0.33,4.8,old,6.9,0.64,6
716,101.0,33.0,21.0,3.12,5.9,9.7,0.9927,0.42,1.1,old,6.5,0.38,6
717,111.0,26.0,18.0,3.16,3.4000000000000004,11.0,0.99074,0.36,1.2,old,6.3,0.51,6
718,238.0,46.0,34.0,3.16,5.3,8.6,0.9977,0.31,12.0,old,6.1,0.48,5
719,127.0,48.0,26.0,3.1,5.7,10.0,0.99693,0.33,11.8,old,7.3,0.55,6
720,215.0,58.0,27.0,3.19,4.7,9.5,0.99542,0.37,7.9,old,6.3,0.48,6
721,92.0,15.0,14.000000000000002,3.37,3.6000000000000005,10.9,0.99264,0.46,1.6,old,6.7,0.49,5
722,106.0,36.0,27.0,2.96,17.6,9.2,0.99288,0.69,1.2,old,6.7,0.43,6
723,11.0,3.0,44.0,3.48,4.2,11.7,0.9944,0.0,1.6,new,5.9,0.85,6
725,109.0,36.0,18.0,2.89,4.9,12.7,0.99007,0.37,0.9,new,8.0,0.44,6
727,31.0,6.0,73.5,3.23,7.9,10.1,0.9986,0.1,2.1,new,9.5,0.56,6
728,188.0,23.0,56.99999999999999,3.4,9.4,9.2,0.9972,0.1,8.3,old,7.0,0.47,4
729,71.0,11.0,24.0,3.08,4.2,10.6,0.9926,0.35,0.6,old,8.7,0.38,5
730,178.0,63.0,36.0,3.1,12.7,9.7,0.99212,0.5,1.0,old,5.8,0.45,5
733,188.0,12.0,33.0,3.12,18.5,9.4,0.9924,0.27,0.8,old,6.0,0.62,5
738,44.0,24.0,36.0,3.4,7.400000000000001,11.0,0.99534,0.46,2.1,new,7.2,0.85,7
739,226.0,64.0,26.0,3.02,4.3,9.3,0.997,0.56,11.9,old,6.8,0.63,5
741,84.0,39.0,40.0,3.59,3.5000000000000004,12.7,0.99096,0.32,1.7,old,6.6,0.48,7
743,10.0,6.0,38.0,3.13,10.3,11.9,0.99604,0.41,2.4,new,9.0,0.58,7
744,79.0,29.0,37.0,3.23,3.0,12.4,0.99,0.28,4.0,old,6.8,0.46,7
746,158.0,52.0,28.000000000000004,3.35,4.4,10.7,0.992,0.28,4.2,old,5.8,0.44,7
747,189.0,56.0,32.0,3.24,5.0,9.6,0.99308,0.46,1.5,old,6.0,0.49,5
750,53.0,12.0,39.0,3.36,4.6,12.2,0.99294,0.33,3.3,new,6.4,0.62,6
751,71.0,14.0,19.0,3.31,3.2,13.0,0.98912,0.39,1.0,old,6.7,0.38,7
752,147.0,36.0,59.0,3.34,4.5,9.7,0.9944,0.07,7.0,old,5.4,0.57,6
754,16.0,6.0,48.0,3.24,6.800000000000002,10.3,0.99682,0.28,2.8,new,7.1,0.53,5
755,31.0,6.0,68.5,3.19,7.7,10.1,0.9984,0.11,2.7,new,9.4,0.7,6
756,184.0,66.0,25.0,3.22,4.4,8.9,0.99976,0.34,13.7,old,7.8,0.75,5
757,171.0,19.0,18.0,3.0,6.2,9.0,0.99808,0.3,12.8,old,6.8,0.52,7
758,143.0,41.0,16.0,2.95,4.0,10.2,0.9932,0.38,3.4,old,8.6,0.39,6
759,111.0,26.0,21.0,2.95,5.6,9.5,0.9956,0.27,8.6,old,7.1,0.52,5
760,195.0,48.0,25.0,3.18,4.1,9.5,0.9968,0.44,11.6,old,6.3,0.52,5
763,34.0,18.0,46.0,3.39,7.7,10.6,0.9948,0.24,1.7,new,6.7,0.6,6
764,27.0,5.0,50.0,3.05,7.3,9.5,1.0001,0.46,2.5,new,10.8,0.64,5
765,219.0,54.0,24.0,3.04,4.7,8.8,0.99742,0.27,10.3,old,6.6,0.45,5
766,91.0,17.0,63.0,3.26,8.3,9.8,0.99616,0.27,2.0,new,7.5,0.58,6
769,94.0,23.0,57.99999999999999,3.21,7.6,9.5,0.99686,0.23,2.3,new,7.9,0.58,6
770,42.0,19.0,36.0,3.57,9.5,11.7,0.9946,0.24,2.2,new,6.2,0.57,6
772,211.0,41.0,24.0,3.11,4.3,10.0,0.99676,0.26,11.0,old,8.1,0.49,6
774,124.0,26.0,36.0,3.09,14.499999999999998,10.1,0.99274,0.47,1.4,old,6.6,0.56,6
775,197.0,49.0,32.0,3.2,5.0,8.7,0.9985,0.23,13.7,old,7.3,0.46,5
